,df,model,fold,iteration,accuracy,precision,recall,true_negative_rate,f2_score,f3_score
0,ace,SVM,1,1,98.3974358974359,33.33333333333333,11.11111111111111,99.67479674796748,12.82051282051282,11.904761904761903
1,ace,DT,1,1,95.59294871794873,8.88888888888889,22.22222222222222,96.66666666666667,17.094017094017094,19.32367149758454
2,ace,RF,1,1,98.5576923076923,0.0,0.0,100.0,0.0,0.0
3,ace,LR,1,1,98.3974358974359,42.857142857142854,33.33333333333333,99.34959349593497,34.883720930232556,34.09090909090909
4,ace,SVM,1,2,98.07692307692307,14.285714285714285,5.263157894736842,99.51179820992677,6.024096385542168,5.617977528089887
5,ace,DT,1,2,96.07371794871796,5.88235294117647,10.526315789473683,97.39625711960944,9.090909090909092,9.75609756097561
6,ace,RF,1,2,98.5576923076923,100.0,5.263157894736842,100.0,6.493506493506494,5.813953488372093
7,ace,LR,1,2,98.3173076923077,42.857142857142854,31.57894736842105,99.34906427990235,33.333333333333336,32.432432432432435
8,ace,SVM,2,1,98.71794871794873,75.0,16.666666666666664,99.91869918699187,19.736842105263158,18.072289156626507
9,ace,DT,2,1,96.63461538461539,7.142857142857142,11.11111111111111,97.88617886178862,9.999999999999998,10.526315789473681
10,ace,RF,2,1,98.63782051282051,100.0,5.555555555555555,100.0,6.849315068493151,6.134969325153375
11,ace,LR,2,1,98.4775641025641,46.666666666666664,38.88888888888889,99.34959349593497,40.229885057471265,39.548022598870055
12,ace,SVM,2,2,98.63782051282051,75.0,15.789473684210526,99.91863303498779,18.749999999999996,17.14285714285714
13,ace,DT,2,2,96.39423076923077,11.76470588235294,21.052631578947366,97.55899104963385,18.181818181818183,19.51219512195122
14,ace,RF,2,2,98.3974358974359,0.0,0.0,99.91863303498779,0.0,0.0
15,ace,LR,2,2,98.15705128205127,33.33333333333333,21.052631578947366,99.34906427990235,22.727272727272723,21.857923497267755
16,ace,SVM,3,1,98.4775641025641,42.857142857142854,16.666666666666664,99.67479674796748,18.987341772151897,17.75147928994083
17,ace,DT,3,1,96.55448717948718,12.121212121212121,22.22222222222222,97.64227642276423,19.047619047619047,20.51282051282051
18,ace,RF,3,1,98.63782051282051,100.0,5.555555555555555,100.0,6.849315068493151,6.134969325153375
19,ace,LR,3,1,98.3974358974359,42.857142857142854,33.33333333333333,99.34959349593497,34.883720930232556,34.09090909090909
20,ace,SVM,3,2,98.63782051282051,75.0,15.789473684210526,99.91863303498779,18.749999999999996,17.14285714285714
21,ace,DT,3,2,96.15384615384616,17.77777777777778,42.10526315789473,96.9894222945484,33.05785123966942,37.03703703703704
22,ace,RF,3,2,98.4775641025641,0.0,0.0,100.0,0.0,0.0
23,ace,LR,3,2,98.63782051282051,62.5,26.31578947368421,99.75589910496339,29.761904761904763,27.932960893854748
24,ace,SVM,4,1,98.23717948717949,20.0,5.263157894736842,99.67453213995118,6.172839506172839,5.681818181818182
25,ace,DT,4,1,95.59294871794873,9.090909090909092,21.052631578947366,96.7453213995118,16.666666666666664,18.6046511627907
26,ace,RF,4,1,98.3974358974359,0.0,0.0,99.91863303498779,0.0,0.0
27,ace,LR,4,1,98.63782051282051,58.333333333333336,36.84210526315789,99.59316517493897,39.77272727272727,38.251366120218584
28,ace,SVM,4,2,98.63782051282051,60.0,16.666666666666664,99.83739837398375,19.480519480519483,17.964071856287426
29,ace,DT,4,2,95.99358974358975,13.636363636363635,33.33333333333333,96.91056910569105,25.862068965517242,29.126213592233007
30,ace,RF,4,2,98.63782051282051,100.0,5.555555555555555,100.0,6.849315068493151,6.134969325153375
31,ace,LR,4,2,98.3974358974359,45.0,50.0,99.10569105691057,48.913043478260875,49.45054945054945
32,ace,SVM,5,1,98.95833333333334,85.71428571428571,33.33333333333333,99.91869918699187,37.974683544303794,35.50295857988166
33,ace,DT,5,1,97.27564102564102,16.666666666666664,22.22222222222222,98.3739837398374,20.833333333333332,21.505376344086017
34,ace,RF,5,1,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
35,ace,LR,5,1,98.71794871794873,57.14285714285714,44.44444444444444,99.51219512195122,46.511627906976734,45.454545454545446
36,ace,SVM,5,2,98.63782051282051,62.5,26.31578947368421,99.75589910496339,29.761904761904763,27.932960893854748
37,ace,DT,5,2,95.2724358974359,11.538461538461538,31.57894736842105,96.25711960943858,23.4375,26.905829596412556
38,ace,RF,5,2,98.4775641025641,50.0,5.263157894736842,99.91863303498779,6.41025641025641,5.780346820809249
39,ace,LR,5,2,98.3974358974359,47.05882352941176,42.10526315789473,99.26769731489016,43.01075268817204,42.553191489361694
40,ace,SVM,6,1,98.5576923076923,60.0,15.789473684210526,99.8372660699756,18.51851851851852,17.045454545454547
41,ace,DT,6,1,97.03525641025641,15.384615384615385,21.052631578947366,98.2099267697315,19.607843137254903,20.304568527918782
42,ace,RF,6,1,98.4775641025641,0.0,0.0,100.0,0.0,0.0
43,ace,LR,6,1,98.3974358974359,46.15384615384615,31.57894736842105,99.43043124491456,33.70786516853933,32.60869565217391
44,ace,SVM,6,2,98.5576923076923,50.0,16.666666666666664,99.7560975609756,19.23076923076923,17.857142857142854
45,ace,DT,6,2,96.39423076923077,13.513513513513514,27.77777777777778,97.39837398373984,22.93577981651376,25.125628140703522
46,ace,RF,6,2,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
47,ace,LR,6,2,98.4775641025641,46.666666666666664,38.88888888888889,99.34959349593497,40.229885057471265,39.548022598870055
48,ace,SVM,7,1,98.5576923076923,100.0,5.263157894736842,100.0,6.493506493506494,5.813953488372093
49,ace,DT,7,1,96.39423076923077,13.88888888888889,26.31578947368421,97.47762408462164,22.32142857142857,24.154589371980677
50,ace,RF,7,1,98.4775641025641,0.0,0.0,100.0,0.0,0.0
51,ace,LR,7,1,98.23717948717949,38.46153846153847,26.31578947368421,99.34906427990235,28.08988764044944,27.173913043478258
52,ace,SVM,7,2,98.5576923076923,50.0,11.11111111111111,99.83739837398375,13.157894736842104,12.048192771084338
53,ace,DT,7,2,96.55448717948718,14.285714285714285,27.77777777777778,97.5609756097561,23.364485981308412,25.38071065989848
54,ace,RF,7,2,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
55,ace,LR,7,2,98.71794871794873,56.25,50.0,99.43089430894308,51.13636363636363,50.56179775280899
56,ace,SVM,8,1,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
57,ace,DT,8,1,96.39423076923077,15.384615384615385,33.33333333333333,97.3170731707317,27.027027027027028,29.850746268656714
58,ace,RF,8,1,98.4775641025641,0.0,0.0,99.91869918699187,0.0,0.0
59,ace,LR,8,1,98.5576923076923,50.0,27.77777777777778,99.59349593495935,30.48780487804878,29.069767441860467
60,ace,SVM,8,2,98.4775641025641,50.0,5.263157894736842,99.91863303498779,6.41025641025641,5.780346820809249
61,ace,DT,8,2,95.2724358974359,8.333333333333332,21.052631578947366,96.41985353946298,16.129032258064516,18.2648401826484
62,ace,RF,8,2,98.3173076923077,0.0,0.0,99.8372660699756,0.0,0.0
63,ace,LR,8,2,98.4775641025641,50.0,36.84210526315789,99.43043124491456,38.88888888888889,37.83783783783784
64,ace,SVM,9,1,98.5576923076923,50.0,22.22222222222222,99.67479674796748,25.0,23.52941176470588
65,ace,DT,9,1,95.83333333333334,11.363636363636363,27.77777777777778,96.82926829268293,21.551724137931036,24.271844660194173
66,ace,RF,9,1,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
67,ace,LR,9,1,98.3974358974359,42.857142857142854,33.33333333333333,99.34959349593497,34.883720930232556,34.09090909090909
68,ace,SVM,9,2,98.79807692307693,100.0,21.052631578947366,100.0,25.0,22.857142857142854
69,ace,DT,9,2,95.59294871794873,7.142857142857142,15.789473684210526,96.826688364524,12.711864406779661,14.084507042253518
70,ace,RF,9,2,98.3173076923077,0.0,0.0,99.8372660699756,0.0,0.0
71,ace,LR,9,2,98.63782051282051,57.14285714285714,42.10526315789473,99.51179820992677,44.444444444444436,43.24324324324324
72,ace,SVM,10,1,98.63782051282051,60.0,16.666666666666664,99.83739837398375,19.480519480519483,17.964071856287426
73,ace,DT,10,1,96.875,8.0,11.11111111111111,98.130081300813,10.309278350515465,10.695187165775401
74,ace,RF,10,1,98.5576923076923,50.0,5.555555555555555,99.91869918699187,6.756756756756757,6.097560975609757
75,ace,LR,10,1,98.4775641025641,47.05882352941176,44.44444444444444,99.26829268292683,44.94382022471911,44.692737430167604
76,ace,SVM,10,2,98.23717948717949,28.57142857142857,10.526315789473683,99.59316517493897,12.048192771084336,11.235955056179774
77,ace,DT,10,2,96.63461538461539,15.151515151515152,26.31578947368421,97.72172497965825,22.935779816513758,24.509803921568622
78,ace,RF,10,2,98.4775641025641,0.0,0.0,100.0,0.0,0.0
79,ace,LR,10,2,98.23717948717949,42.857142857142854,47.368421052631575,99.02359641985355,46.391752577319586,46.875
80,copd,SVM,1,1,92.15442092154422,74.64788732394366,54.08163265306123,97.44680851063829,57.2354211663067,55.61385099685205
81,copd,DT,1,1,84.18430884184309,38.759689922480625,51.02040816326531,88.79432624113474,47.98464491362765,49.455984174085074
82,copd,RF,1,1,91.40722291407222,64.35643564356435,66.3265306122449,94.8936170212766,65.92292089249493,66.12410986775178
83,copd,LR,1,1,92.9016189290162,71.57894736842105,69.38775510204081,96.17021276595744,69.81519507186859,69.60081883316273
84,copd,SVM,1,2,92.5280199252802,78.78787878787878,53.06122448979592,98.01418439716312,56.76855895196506,54.85232067510548
85,copd,DT,1,2,85.18057285180572,42.33576642335766,59.183673469387756,88.79432624113474,54.820415879017006,56.918547595682035
86,copd,RF,1,2,89.41469489414695,54.961832061068705,73.46938775510205,91.63120567375887,68.8336520076482,71.07601184600199
87,copd,LR,1,2,91.53175591531756,65.3061224489796,65.3061224489796,95.177304964539,65.3061224489796,65.3061224489796
88,copd,SVM,2,1,92.15442092154422,76.11940298507463,52.04081632653062,97.73049645390071,55.55555555555556,53.74077976817703
89,copd,DT,2,1,83.31257783312577,38.311688311688314,60.204081632653065,86.52482269503547,54.02930402930403,56.94980694980695
90,copd,RF,2,1,90.28642590286425,60.0,61.224489795918366,94.32624113475178,60.97560975609757,61.099796334012225
91,copd,LR,2,1,91.2826899128269,64.58333333333334,63.26530612244898,95.177304964539,63.524590163934434,63.394683026584886
92,copd,SVM,2,2,91.40722291407222,69.86301369863014,52.04081632653062,96.87943262411348,54.83870967741936,53.40314136125656
93,copd,DT,2,2,84.05977584059777,40.625,66.3265306122449,86.52482269503547,58.87681159420289,62.38003838771592
94,copd,RF,2,2,92.27895392278954,67.64705882352942,70.40816326530613,95.31914893617022,69.83805668016196,70.1219512195122
95,copd,LR,2,2,92.65255292652553,68.93203883495146,72.44897959183673,95.46099290780143,71.71717171717171,72.08121827411168
96,copd,SVM,3,1,92.5280199252802,74.35897435897436,59.183673469387756,97.16312056737588,61.702127659574465,60.41666666666667
97,copd,DT,3,1,85.80323785803238,43.54838709677419,55.10204081632652,90.0709219858156,52.32558139534882,53.677932405566594
98,copd,RF,3,1,89.91282689912828,57.52212389380531,66.3265306122449,93.19148936170212,64.35643564356435,65.32663316582914
99,copd,LR,3,1,92.27895392278954,66.07142857142857,75.51020408163265,94.60992907801419,73.41269841269839,74.44668008048289
100,copd,SVM,3,2,91.78082191780823,74.24242424242425,50.0,97.5886524822695,53.493449781659386,51.68776371308017
101,copd,DT,3,2,87.29763387297635,48.36065573770492,60.204081632653065,91.06382978723404,57.392996108949426,58.76494023904383
102,copd,RF,3,2,89.53922789539229,56.730769230769226,60.204081632653065,93.61702127659575,59.47580645161291,59.83772819472617
103,copd,LR,3,2,91.15815691158157,63.91752577319587,63.26530612244898,95.0354609929078,63.394683026584865,63.32992849846782
104,copd,SVM,4,1,92.5280199252802,72.09302325581395,63.26530612244898,96.59574468085106,64.85355648535565,64.04958677685951
105,copd,DT,4,1,84.80697384806973,41.891891891891895,63.26530612244898,87.80141843971631,57.40740740740742,60.19417475728156
106,copd,RF,4,1,89.91282689912828,57.798165137614674,64.28571428571429,93.47517730496455,62.87425149700599,63.57214934409687
107,copd,LR,4,1,91.53175591531756,62.71186440677966,75.51020408163265,93.75886524822695,72.54901960784314,74.00000000000001
108,copd,SVM,4,2,91.2826899128269,73.33333333333333,44.89795918367347,97.73049645390071,48.67256637168141,46.709129511677276
109,copd,DT,4,2,86.17683686176836,44.96124031007752,59.183673469387756,89.9290780141844,55.66218809980805,57.36894164193866
110,copd,RF,4,2,91.2826899128269,64.0,65.3061224489796,94.8936170212766,65.04065040650406,65.17311608961303
111,copd,LR,4,2,92.15442092154422,70.58823529411765,61.224489795918366,96.45390070921985,62.8930817610063,62.047569803516026
112,copd,SVM,5,1,91.53175591531756,72.05882352941177,50.0,97.30496453900709,53.2608695652174,51.578947368421055
113,copd,DT,5,1,85.92777085927771,43.90243902439025,55.10204081632652,90.2127659574468,52.427184466019426,53.73134328358209
114,copd,RF,5,1,91.53175591531756,65.0,66.3265306122449,95.0354609929078,66.05691056910568,66.19144602851323
115,copd,LR,5,1,90.41095890410958,60.0,64.28571428571429,94.04255319148936,63.38028169014086,63.82978723404257
116,copd,SVM,5,2,91.65628891656289,77.19298245614034,44.89795918367347,98.15602836879432,48.99777282850779,46.85835995740149
117,copd,DT,5,2,85.67870485678705,43.7037037037037,60.204081632653065,89.21985815602837,55.97722960151802,58.01376597836775
118,copd,RF,5,2,90.0373599003736,58.18181818181818,65.3061224489796,93.47517730496455,63.745019920318725,64.51612903225806
119,copd,LR,5,2,92.77708592777087,71.27659574468085,68.36734693877551,96.17021276595744,68.93004115226337,68.64754098360656
120,copd,SVM,6,1,92.02988792029888,76.5625,50.0,97.87234042553192,53.72807017543859,51.79704016913319
121,copd,DT,6,1,86.05230386052304,45.20547945205479,67.3469387755102,88.65248226950354,61.33828996282528,64.2023346303502
122,copd,RF,6,1,89.78829389788294,57.14285714285714,65.3061224489796,93.19148936170212,63.49206349206349,64.38631790744466
123,copd,LR,6,1,91.2826899128269,63.46153846153846,67.3469387755102,94.60992907801419,66.53225806451613,66.93711967545639
124,copd,SVM,6,2,91.90535491905355,76.19047619047619,48.97959183673469,97.87234042553192,52.74725274725275,50.79365079365079
125,copd,DT,6,2,86.17683686176836,45.18518518518518,62.244897959183675,89.50354609929077,57.87476280834913,59.9803343166175
126,copd,RF,6,2,90.66002490660024,61.165048543689316,64.28571428571429,94.32624113475178,63.63636363636365,63.95939086294417
127,copd,LR,6,2,91.53175591531756,65.95744680851064,63.26530612244898,95.46099290780143,63.78600823045267,63.524590163934434
128,copd,SVM,7,1,91.65628891656289,73.13432835820896,50.0,97.44680851063829,53.376906318082796,51.633298208640674
129,copd,DT,7,1,90.41095890410958,60.19417475728155,63.26530612244898,94.18439716312056,62.626262626262616,62.944162436548226
130,copd,RF,7,1,90.53549190535492,61.95652173913043,58.16326530612245,95.0354609929078,58.88429752066114,58.52156057494865
131,copd,LR,7,1,92.5280199252802,70.2127659574468,67.3469387755102,96.02836879432624,67.90123456790123,67.62295081967213
132,copd,SVM,7,2,91.2826899128269,68.91891891891892,52.04081632653062,96.73758865248226,54.72103004291845,53.34728033472803
133,copd,DT,7,2,86.42590286425903,46.043165467625904,65.3061224489796,89.36170212765957,60.263653483992464,62.68364348677766
134,copd,RF,7,2,91.2826899128269,63.20754716981132,68.36734693877551,94.46808510638299,67.26907630522088,67.81376518218623
135,copd,LR,7,2,91.03362391033623,62.03703703703704,68.36734693877551,94.18439716312056,67.0,67.67676767676767
136,copd,SVM,8,1,91.40722291407222,73.01587301587301,46.93877551020408,97.5886524822695,50.54945054945055,48.67724867724868
137,copd,DT,8,1,88.7920298879203,53.92156862745098,56.12244897959183,93.33333333333333,55.66801619433198,55.89430894308942
138,copd,RF,8,1,90.9090909090909,62.62626262626263,63.26530612244898,94.7517730496454,63.13645621181263,63.20081549439348
139,copd,LR,8,1,91.78082191780823,67.02127659574468,64.28571428571429,95.60283687943263,64.81481481481482,64.54918032786885
140,copd,SVM,8,2,91.53175591531756,71.42857142857143,51.02040816326531,97.16312056737588,54.11255411255412,52.52100840336135
141,copd,DT,8,2,80.57285180572852,35.204081632653065,70.40816326530613,81.98581560283688,58.673469387755084,64.00742115027829
142,copd,RF,8,2,89.53922789539229,55.64516129032258,70.40816326530613,92.19858156028369,66.86046511627907,68.58846918489067
143,copd,LR,8,2,91.15815691158157,62.16216216216216,70.40816326530613,94.04255319148936,68.58846918489066,69.48640483383686
144,copd,SVM,9,1,91.53175591531756,73.4375,47.95918367346938,97.5886524822695,51.53508771929825,49.682875264270606
145,copd,DT,9,1,85.80323785803238,44.73684210526316,69.38775510204081,88.08510638297872,62.5,65.76402321083172
146,copd,RF,9,1,89.91282689912828,57.391304347826086,67.3469387755102,93.04964539007092,65.08875739644971,66.1985957873621
147,copd,LR,9,1,92.9016189290162,69.52380952380952,74.48979591836735,95.46099290780143,73.44064386317908,73.9614994934144
148,copd,SVM,9,2,91.03362391033623,74.07407407407408,40.816326530612244,98.01418439716312,44.84304932735426,42.73504273504274
149,copd,DT,9,2,85.0560398505604,41.269841269841265,53.06122448979592,89.50354609929077,50.19305019305019,51.587301587301596
150,copd,RF,9,2,90.66002490660024,61.386138613861384,63.26530612244898,94.46808510638299,62.880324543610556,63.07222787385556
151,copd,LR,9,2,91.2826899128269,65.9090909090909,59.183673469387756,95.74468085106383,60.416666666666664,59.79381443298969
152,copd,SVM,10,1,93.27521793275217,78.2051282051282,62.244897959183675,97.5886524822695,64.8936170212766,63.541666666666664
153,copd,DT,10,1,86.42590286425903,45.378151260504204,55.10204081632652,90.78014184397163,52.83757338551859,53.94605394605394
154,copd,RF,10,1,90.16189290161893,58.26086956521739,68.36734693877551,93.19148936170212,66.0749506903353,67.20160481444333
155,copd,LR,10,1,92.27895392278954,68.0,69.38775510204081,95.46099290780143,69.10569105691057,69.24643584521385
156,copd,SVM,10,2,90.78455790784558,68.18181818181817,45.91836734693878,97.02127659574468,49.12663755458516,47.46835443037975
157,copd,DT,10,2,87.546699875467,49.24242424242424,66.3265306122449,90.49645390070921,62.02290076335877,64.1025641025641
158,copd,RF,10,2,89.91282689912828,58.252427184466015,61.224489795918366,93.90070921985816,60.606060606060595,60.91370558375634
159,copd,LR,10,2,91.65628891656289,65.0485436893204,68.36734693877551,94.8936170212766,67.67676767676768,68.02030456852792
160,ppi,SVM,1,1,95.63253012048193,42.10526315789473,30.76923076923077,98.27586206896551,32.52032520325203,31.620553359683797
161,ppi,DT,1,1,93.07228915662651,18.75,23.076923076923077,95.92476489028213,22.058823529411764,22.55639097744361
162,ppi,RF,1,1,95.63253012048193,38.46153846153847,19.230769230769234,98.7460815047022,21.36752136752137,20.24291497975709
163,ppi,LR,1,1,95.03012048192771,37.93103448275862,42.30769230769231,97.17868338557993,41.35338345864662,41.825095057034225
164,ppi,SVM,1,2,95.77677224736048,33.33333333333333,12.0,99.05956112852664,13.761467889908257,12.82051282051282
165,ppi,DT,1,2,88.38612368024133,9.375,24.0,90.9090909090909,18.29268292682927,20.761245674740483
166,ppi,RF,1,2,95.47511312217195,36.84210526315789,28.000000000000004,98.11912225705329,29.411764705882355,28.688524590163944
167,ppi,LR,1,2,95.1734539969834,26.666666666666668,16.0,98.27586206896551,17.391304347826086,16.666666666666664
168,ppi,SVM,2,1,95.48192771084338,40.0,30.76923076923077,98.11912225705329,32.25806451612903,31.496062992125985
169,ppi,DT,2,1,86.44578313253012,8.974358974358974,26.923076923076923,88.87147335423198,19.23076923076923,22.435897435897438
170,ppi,RF,2,1,95.18072289156626,35.0,26.923076923076923,97.96238244514106,28.225806451612907,27.559055118110237
171,ppi,LR,2,1,93.52409638554217,29.268292682926827,46.15384615384615,95.45454545454545,41.379310344827594,43.63636363636365
172,ppi,SVM,2,2,97.1342383107089,87.5,28.000000000000004,99.84326018808778,32.407407407407405,30.042918454935624
173,ppi,DT,2,2,93.81598793363499,26.47058823529412,36.0,96.08150470219435,33.582089552238806,34.74903474903475
174,ppi,RF,2,2,96.38009049773756,55.55555555555556,20.0,99.37304075235109,22.93577981651376,21.367521367521366
175,ppi,LR,2,2,95.92760180995475,45.0,36.0,98.27586206896551,37.49999999999999,36.73469387755102
176,ppi,SVM,3,1,94.87951807228916,25.0,15.384615384615385,98.11912225705329,16.666666666666668,16.0
177,ppi,DT,3,1,88.25301204819277,5.172413793103448,11.538461538461538,91.37931034482759,9.25925925925926,10.273972602739727
178,ppi,RF,3,1,95.33132530120481,36.84210526315789,26.923076923076923,98.11912225705329,28.455284552845526,27.66798418972332
179,ppi,LR,3,1,94.27710843373494,31.25,38.46153846153847,96.55172413793103,36.76470588235295,37.59398496240602
180,ppi,SVM,3,2,96.07843137254902,45.45454545454545,20.0,99.05956112852664,22.52252252252252,21.1864406779661
181,ppi,DT,3,2,92.76018099547511,20.51282051282051,32.0,95.141065830721,28.776978417266186,30.303030303030305
182,ppi,RF,3,2,96.07843137254902,42.857142857142854,12.0,99.37304075235109,14.018691588785048,12.931034482758621
183,ppi,LR,3,2,94.7209653092006,29.166666666666668,28.000000000000004,97.33542319749216,28.225806451612907,28.112449799196792
184,ppi,SVM,4,1,95.93373493975903,42.857142857142854,11.538461538461538,99.37304075235109,13.513513513513514,12.44813278008299
185,ppi,DT,4,1,86.14457831325302,9.75609756097561,30.76923076923077,88.40125391849529,21.50537634408602,25.31645569620253
186,ppi,RF,4,1,95.48192771084338,33.33333333333333,15.384615384615385,98.7460815047022,17.241379310344826,16.260162601626014
187,ppi,LR,4,1,96.08433734939759,50.0,30.76923076923077,98.7460815047022,33.333333333333336,32.0
188,ppi,SVM,4,2,95.32428355957768,31.25,20.0,98.27586206896551,21.551724137931036,20.746887966804977
189,ppi,DT,4,2,91.4027149321267,19.230769230769234,40.0,93.41692789968651,32.89473684210527,36.101083032490976
190,ppi,RF,4,2,96.38009049773756,54.54545454545454,24.0,99.21630094043887,27.027027027027025,25.423728813559322
191,ppi,LR,4,2,94.87179487179486,34.48275862068966,40.0,97.02194357366771,38.759689922480625,39.370078740157474
192,ppi,SVM,5,1,96.3855421686747,60.0,23.076923076923077,99.37304075235109,26.31578947368421,24.590163934426233
193,ppi,DT,5,1,92.62048192771084,15.151515151515152,19.230769230769234,95.61128526645768,18.248175182481752,18.726591760299623
194,ppi,RF,5,1,96.3855421686747,62.5,19.230769230769234,99.52978056426332,22.321428571428573,20.661157024793393
195,ppi,LR,5,1,95.18072289156626,37.5,34.61538461538461,97.64890282131663,35.15625,34.883720930232556
196,ppi,SVM,5,2,95.77677224736048,28.57142857142857,8.0,99.21630094043887,9.345794392523363,8.620689655172413
197,ppi,DT,5,2,89.14027149321268,14.925373134328357,40.0,91.06583072100314,29.94011976047904,34.24657534246576
198,ppi,RF,5,2,95.1734539969834,26.666666666666668,16.0,98.27586206896551,17.391304347826086,16.666666666666664
199,ppi,LR,5,2,95.1734539969834,33.33333333333333,28.000000000000004,97.80564263322884,28.925619834710748,28.455284552845526
